ontology	gene_id	kegg_ID	kegg_name	evidence
kegg	CALM2	hsa04270	"Vascular smooth muscle contraction"	
kegg	CALM2	hsa04720	"Long-term potentiation"	
kegg	CALM2	hsa04722	"Neurotrophin signaling pathway"	
kegg	CALM2	hsa04740	"Olfactory transduction"	
kegg	CALM2	hsa04744	Phototransduction	
kegg	CALM2	hsa04910	"Insulin signaling pathway"	
kegg	CALM2	hsa04912	"GnRH signaling pathway"	
kegg	CALM2	hsa04916	Melanogenesis	
kegg	CALM2	hsa04970	"Salivary secretion"	
kegg	CALM2	hsa04971	"Gastric acid secretion"	
kegg	CALM2	hsa05010	"Alzheimer's disease"	
kegg	CALM2	hsa05214	Glioma	
kegg	CALML3	hsa04020	"Calcium signaling pathway"	
kegg	CALML3	hsa04070	"Phosphatidylinositol signaling system"	
kegg	CALML3	hsa04114	"Oocyte meiosis"	
kegg	CALML3	hsa04270	"Vascular smooth muscle contraction"	
kegg	CALML3	hsa04720	"Long-term potentiation"	
kegg	CALML3	hsa04722	"Neurotrophin signaling pathway"	
kegg	CALML3	hsa04740	"Olfactory transduction"	
kegg	CALML3	hsa04744	Phototransduction	
kegg	CALML3	hsa04910	"Insulin signaling pathway"	
kegg	CALML3	hsa04912	"GnRH signaling pathway"	
kegg	CALML3	hsa04916	Melanogenesis	
kegg	CALML3	hsa04970	"Salivary secretion"	
kegg	CALML3	hsa04971	"Gastric acid secretion"	
kegg	CALML3	hsa05010	"Alzheimer's disease"	
kegg	CALML3	hsa05214	Glioma	
kegg	CALML5	hsa04020	"Calcium signaling pathway"	
kegg	CALML5	hsa04070	"Phosphatidylinositol signaling system"	
kegg	CALML5	hsa04114	"Oocyte meiosis"	
kegg	CALML5	hsa04270	"Vascular smooth muscle contraction"	
kegg	CALML5	hsa04720	"Long-term potentiation"	
kegg	CALML5	hsa04722	"Neurotrophin signaling pathway"	
kegg	CALML5	hsa04740	"Olfactory transduction"	
kegg	CALML5	hsa04744	Phototransduction	
kegg	CALML5	hsa04910	"Insulin signaling pathway"	
kegg	CALML5	hsa04912	"GnRH signaling pathway"	
kegg	CALML5	hsa04916	Melanogenesis	
kegg	CALML5	hsa04970	"Salivary secretion"	
kegg	CALML5	hsa04971	"Gastric acid secretion"	
kegg	CALML5	hsa05010	"Alzheimer's disease"	
kegg	CALML5	hsa05214	Glioma	
kegg	CALML6	hsa04020	"Calcium signaling pathway"	
kegg	CALML6	hsa04070	"Phosphatidylinositol signaling system"	
kegg	CALML6	hsa04114	"Oocyte meiosis"	
kegg	CALML6	hsa04270	"Vascular smooth muscle contraction"	
kegg	CALML6	hsa04720	"Long-term potentiation"	
kegg	CALML6	hsa04722	"Neurotrophin signaling pathway"	
kegg	CALML6	hsa04740	"Olfactory transduction"	
kegg	CALML6	hsa04744	Phototransduction	
kegg	CALML6	hsa04910	"Insulin signaling pathway"	
kegg	CALML6	hsa04912	"GnRH signaling pathway"	
kegg	CALML6	hsa04916	Melanogenesis	
kegg	CALML6	hsa04970	"Salivary secretion"	
kegg	CALML6	hsa04971	"Gastric acid secretion"	
kegg	CALML6	hsa05010	"Alzheimer's disease"	
kegg	CALML6	hsa05214	Glioma	
kegg	CALR	hsa04141	"Protein processing in endoplasmic reticulum"	
kegg	CALR	hsa04145	Phagosome	
kegg	CALR	hsa04612	"Antigen processing and presentation"	
kegg	CALR	hsa05142	"Chagas disease (American trypanosomiasis)"	
kegg	CAMK2A	hsa04012	"ErbB signaling pathway"	
kegg	CAMK2A	hsa04020	"Calcium signaling pathway"	
kegg	CAMK2A	hsa04114	"Oocyte meiosis"	
kegg	CAMK2A	hsa04310	"Wnt signaling pathway"	
kegg	CAMK2A	hsa04720	"Long-term potentiation"	
kegg	CAMK2A	hsa04722	"Neurotrophin signaling pathway"	
kegg	CAMK2A	hsa04740	"Olfactory transduction"	
kegg	CAMK2A	hsa04912	"GnRH signaling pathway"	
kegg	CAMK2A	hsa04916	Melanogenesis	
kegg	CAMK2A	hsa04971	"Gastric acid secretion"	
kegg	CAMK2A	hsa05214	Glioma	
kegg	CAMK2B	hsa04012	"ErbB signaling pathway"	
kegg	CAMK2B	hsa04020	"Calcium signaling pathway"	
kegg	CAMK2B	hsa04114	"Oocyte meiosis"	
kegg	CAMK2B	hsa04310	"Wnt signaling pathway"	
kegg	CAMK2B	hsa04720	"Long-term potentiation"	
kegg	CAMK2B	hsa04722	"Neurotrophin signaling pathway"	
kegg	CAMK2B	hsa04740	"Olfactory transduction"	
kegg	CAMK2B	hsa04912	"GnRH signaling pathway"	
kegg	CAMK2B	hsa04916	Melanogenesis	
kegg	CAMK2B	hsa04971	"Gastric acid secretion"	
kegg	CAMK2B	hsa05214	Glioma	
kegg	CAMK2D	hsa04012	"ErbB signaling pathway"	
kegg	CAMK2D	hsa04020	"Calcium signaling pathway"	
kegg	CAMK2D	hsa04114	"Oocyte meiosis"	
kegg	CAMK2D	hsa04310	"Wnt signaling pathway"	
kegg	CAMK2D	hsa04720	"Long-term potentiation"	
kegg	CAMK2D	hsa04722	"Neurotrophin signaling pathway"	
kegg	CAMK2D	hsa04740	"Olfactory transduction"	
kegg	CAMK2D	hsa04912	"GnRH signaling pathway"	
kegg	CAMK2D	hsa04916	Melanogenesis	
kegg	CAMK2D	hsa04971	"Gastric acid secretion"	
kegg	CAMK2D	hsa05214	Glioma	
kegg	CAMK2G	hsa04012	"ErbB signaling pathway"	
kegg	CAMK2G	hsa04020	"Calcium signaling pathway"	
kegg	CAMK2G	hsa04114	"Oocyte meiosis"	
kegg	CAMK2G	hsa04310	"Wnt signaling pathway"	
kegg	CAMK2G	hsa04720	"Long-term potentiation"	
kegg	CAMK2G	hsa04722	"Neurotrophin signaling pathway"	
kegg	CAMK2G	hsa04740	"Olfactory transduction"	
kegg	CAMK2G	hsa04912	"GnRH signaling pathway"	
kegg	CAMK2G	hsa04916	Melanogenesis	
kegg	CAMK2G	hsa04971	"Gastric acid secretion"	
kegg	CAMK2G	hsa05214	Glioma	
kegg	CAMK4	hsa04020	"Calcium signaling pathway"	
kegg	CAMK4	hsa04380	"Osteoclast differentiation"	
kegg	CAMK4	hsa04720	"Long-term potentiation"	
kegg	CAMK4	hsa04722	"Neurotrophin signaling pathway"	
kegg	CAMKK1	hsa04920	"Adipocytokine signaling pathway"	
kegg	CAMKK2	hsa04920	"Adipocytokine signaling pathway"	
kegg	CAMP	hsa04970	"Salivary secretion"	
kegg	CANT1	hsa00230	"Purine metabolism"	
kegg	CANT1	hsa00240	"Pyrimidine metabolism"	
kegg	CANX	hsa04141	"Protein processing in endoplasmic reticulum"	
kegg	CANX	hsa04145	Phagosome	
kegg	CANX	hsa04612	"Antigen processing and presentation"	
kegg	CAPN1	hsa04141	"Protein processing in endoplasmic reticulum"	
kegg	CAPN1	hsa04210	Apoptosis	
kegg	CAPN1	hsa05010	"Alzheimer's disease"	
kegg	CAPN2	hsa04141	"Protein processing in endoplasmic reticulum"	
kegg	CAPN2	hsa04210	Apoptosis	
kegg	CAPN2	hsa04510	"Focal adhesion"	
kegg	CAPN2	hsa05010	"Alzheimer's disease"	
kegg	CARD11	hsa04660	"T cell receptor signaling pathway"	
kegg	CARD11	hsa04662	"B cell receptor signaling pathway"	
kegg	CARD18	hsa04621	"NOD-like receptor signaling pathway"	
kegg	CARD6	hsa04621	"NOD-like receptor signaling pathway"	
kegg	CARD8	hsa04621	"NOD-like receptor signaling pathway"	
kegg	CARS	hsa00970	"Aminoacyl-tRNA biosynthesis"	
kegg	CARS2	hsa00970	"Aminoacyl-tRNA biosynthesis"	
kegg	CASC3	hsa03013	"RNA transport"	
kegg	CASC3	hsa03015	"mRNA surveillance pathway"	
kegg	CASK	hsa04530	"Tight junction"	
kegg	CASP1	hsa04621	"NOD-like receptor signaling pathway"	
kegg	CASP1	hsa04623	"Cytosolic DNA-sensing pathway"	
kegg	CASP1	hsa05014	"Amyotrophic lateral sclerosis (ALS)"	
kegg	CASP3	hsa04010	"MAPK signaling pathway"	
kegg	CASP3	hsa04115	"p53 signaling pathway"	
kegg	CASP3	hsa04210	Apoptosis	
kegg	CASP3	hsa04650	"Natural killer cell mediated cytotoxicity"	
kegg	CASP3	hsa05010	"Alzheimer's disease"	
kegg	CASP3	hsa05012	"Parkinson's disease"	
kegg	CASP3	hsa05014	"Amyotrophic lateral sclerosis (ALS)"	
kegg	CASP3	hsa05016	"Huntington's disease"	
kegg	CASP3	hsa05120	"Epithelial cell signaling in Helicobacter pylori infection"	
kegg	CASP3	hsa05145	Toxoplasmosis	
kegg	CASP3	hsa05146	Amoebiasis	
kegg	CASP3	hsa05200	"Pathways in cancer"	
kegg	CASP3	hsa05210	"Colorectal cancer"	
kegg	CASP3	hsa05416	"Viral myocarditis"	
kegg	CASP5	hsa04621	"NOD-like receptor signaling pathway"	
kegg	CASP6	hsa04210	Apoptosis	
kegg	CASP7	hsa04210	Apoptosis	
kegg	CASP7	hsa05010	"Alzheimer's disease"	
kegg	CASP9	hsa04115	"p53 signaling pathway"	
kegg	CASP9	hsa04210	Apoptosis	
kegg	CASP9	hsa04370	"VEGF signaling pathway"	
kegg	CASP9	hsa05010	"Alzheimer's disease"	
kegg	CASP9	hsa05012	"Parkinson's disease"	
kegg	CASP9	hsa05014	"Amyotrophic lateral sclerosis (ALS)"	
kegg	CASP9	hsa05016	"Huntington's disease"	
kegg	CASP9	hsa05145	Toxoplasmosis	
kegg	CASP9	hsa05200	"Pathways in cancer"	
kegg	CASP9	hsa05210	"Colorectal cancer"	
kegg	CASP9	hsa05212	"Pancreatic cancer"	
kegg	CASP9	hsa05213	"Endometrial cancer"	
kegg	CASP9	hsa05215	"Prostate cancer"	
kegg	CASP9	hsa05222	"Small cell lung cancer"	
kegg	CASP9	hsa05223	"Non-small cell lung cancer"	
kegg	CASP9	hsa05416	"Viral myocarditis"	
kegg	CAT	hsa00380	"Tryptophan metabolism"	
kegg	CAT	hsa01100	"Metabolic pathways"	
kegg	CAT	hsa04146	Peroxisome	
kegg	CAT	hsa05014	"Amyotrophic lateral sclerosis (ALS)"	
kegg	CAV1	hsa04144	Endocytosis	
kegg	CAV1	hsa04510	"Focal adhesion"	
kegg	CAV1	hsa05100	"Bacterial invasion of epithelial cells"	
kegg	CAV1	hsa05416	"Viral myocarditis"	
kegg	CAV2	hsa04144	Endocytosis	
kegg	CAV2	hsa04510	"Focal adhesion"	
kegg	CAV2	hsa05100	"Bacterial invasion of epithelial cells"	
kegg	CBL	hsa04012	"ErbB signaling pathway"	
kegg	CBL	hsa04120	"Ubiquitin mediated proteolysis"	
kegg	CBL	hsa04144	Endocytosis	
kegg	CBL	hsa04630	"Jak-STAT signaling pathway"	
kegg	CBL	hsa04660	"T cell receptor signaling pathway"	
kegg	CBL	hsa04910	"Insulin signaling pathway"	
kegg	CBL	hsa05100	"Bacterial invasion of epithelial cells"	
kegg	CBL	hsa05200	"Pathways in cancer"	
kegg	CBL	hsa05220	"Chronic myeloid leukemia"	
kegg	CBLB	hsa04012	"ErbB signaling pathway"	
kegg	CBLB	hsa04120	"Ubiquitin mediated proteolysis"	
kegg	CBLB	hsa04144	Endocytosis	
kegg	CBLB	hsa04630	"Jak-STAT signaling pathway"	
kegg	CBLB	hsa04660	"T cell receptor signaling pathway"	
kegg	CBLB	hsa04910	"Insulin signaling pathway"	
kegg	CBLB	hsa05100	"Bacterial invasion of epithelial cells"	
kegg	CBLB	hsa05200	"Pathways in cancer"	
kegg	CBLB	hsa05220	"Chronic myeloid leukemia"	
kegg	CBLC	hsa04012	"ErbB signaling pathway"	
kegg	CBLC	hsa04120	"Ubiquitin mediated proteolysis"	
kegg	CBLC	hsa04144	Endocytosis	
kegg	CBLC	hsa04630	"Jak-STAT signaling pathway"	
kegg	CBLC	hsa04660	"T cell receptor signaling pathway"	
kegg	CBLC	hsa04910	"Insulin signaling pathway"	
kegg	CBLC	hsa05100	"Bacterial invasion of epithelial cells"	
kegg	CBLC	hsa05200	"Pathways in cancer"	
kegg	CBLC	hsa05220	"Chronic myeloid leukemia"	
kegg	CBR1	hsa00590	"Arachidonic acid metabolism"	
kegg	CBR1	hsa01100	"Metabolic pathways"	
kegg	CBR3	hsa00590	"Arachidonic acid metabolism"	
kegg	CBR3	hsa01100	"Metabolic pathways"	
kegg	CBS	hsa00260	"Glycine, serine and threonine metabolism"	
kegg	CBS	hsa00270	"Cysteine and methionine metabolism"	
kegg	CBS	hsa01100	"Metabolic pathways"	
kegg	CCBL1	hsa00380	"Tryptophan metabolism"	
kegg	CCBL1	hsa00450	"Selenocompound metabolism"	
kegg	CCBL1	hsa01100	"Metabolic pathways"	
kegg	CCBL2	hsa00380	"Tryptophan metabolism"	
kegg	CCBL2	hsa00450	"Selenocompound metabolism"	
kegg	CCBL2	hsa01100	"Metabolic pathways"	
kegg	CCDC12	hsa03040	Spliceosome	
kegg	CCDC6	hsa05200	"Pathways in cancer"	
kegg	CCDC6	hsa05216	"Thyroid cancer"	
kegg	CCKAR	hsa04020	"Calcium signaling pathway"	
kegg	CCKAR	hsa04080	"Neuroactive ligand-receptor interaction"	
kegg	CCKAR	hsa04972	"Pancreatic secretion"	
kegg	CCKBR	hsa04020	"Calcium signaling pathway"	
kegg	CCKBR	hsa04080	"Neuroactive ligand-receptor interaction"	
kegg	CCKBR	hsa04971	"Gastric acid secretion"	
kegg	CCL1	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL1	hsa04062	"Chemokine signaling pathway"	
kegg	CCL11	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL11	hsa04062	"Chemokine signaling pathway"	
kegg	CCL11	hsa05310	Asthma	
kegg	CCL13	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL13	hsa04062	"Chemokine signaling pathway"	
kegg	CCL15	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL15	hsa04062	"Chemokine signaling pathway"	
kegg	CCL15-CCL14	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL15-CCL14	hsa04062	"Chemokine signaling pathway"	
kegg	CCL16	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL16	hsa04062	"Chemokine signaling pathway"	
kegg	CCL17	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL17	hsa04062	"Chemokine signaling pathway"	
kegg	CCL18	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL18	hsa04062	"Chemokine signaling pathway"	
kegg	CCL19	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL19	hsa04062	"Chemokine signaling pathway"	
kegg	CCL2	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL2	hsa04062	"Chemokine signaling pathway"	
kegg	CCL2	hsa04621	"NOD-like receptor signaling pathway"	
kegg	CCL2	hsa05142	"Chagas disease (American trypanosomiasis)"	
kegg	CCL2	hsa05144	Malaria	
kegg	CCL2	hsa05323	"Rheumatoid arthritis"	
kegg	CCL20	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL20	hsa04062	"Chemokine signaling pathway"	
kegg	CCL20	hsa05323	"Rheumatoid arthritis"	
kegg	CCL21	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL21	hsa04062	"Chemokine signaling pathway"	
kegg	CCL22	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL22	hsa04062	"Chemokine signaling pathway"	
kegg	CCL23	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL23	hsa04062	"Chemokine signaling pathway"	
kegg	CCL24	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL24	hsa04062	"Chemokine signaling pathway"	
kegg	CCL25	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL25	hsa04062	"Chemokine signaling pathway"	
kegg	CCL25	hsa04672	"Intestinal immune network for IgA production"	
kegg	CCL26	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL26	hsa04062	"Chemokine signaling pathway"	
kegg	CCL27	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL27	hsa04062	"Chemokine signaling pathway"	
kegg	CCL27	hsa04672	"Intestinal immune network for IgA production"	
kegg	CCL28	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL28	hsa04062	"Chemokine signaling pathway"	
kegg	CCL28	hsa04672	"Intestinal immune network for IgA production"	
kegg	CCL3	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL3	hsa04062	"Chemokine signaling pathway"	
kegg	CCL3	hsa04620	"Toll-like receptor signaling pathway"	
kegg	CCL3	hsa05142	"Chagas disease (American trypanosomiasis)"	
kegg	CCL3	hsa05323	"Rheumatoid arthritis"	
kegg	CCL3L1	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL3L1	hsa04062	"Chemokine signaling pathway"	
kegg	CCL3L1	hsa05142	"Chagas disease (American trypanosomiasis)"	
kegg	CCL3L1	hsa05323	"Rheumatoid arthritis"	
kegg	CCL4	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL4	hsa04062	"Chemokine signaling pathway"	
kegg	CCL4	hsa04620	"Toll-like receptor signaling pathway"	
kegg	CCL4	hsa04623	"Cytosolic DNA-sensing pathway"	
kegg	CCL4L2	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL4L2	hsa04062	"Chemokine signaling pathway"	
kegg	CCL4L2	hsa04623	"Cytosolic DNA-sensing pathway"	
kegg	CCL5	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL5	hsa04062	"Chemokine signaling pathway"	
kegg	CCL5	hsa04620	"Toll-like receptor signaling pathway"	
kegg	CCL5	hsa04621	"NOD-like receptor signaling pathway"	
kegg	CCL5	hsa04623	"Cytosolic DNA-sensing pathway"	
kegg	CCL5	hsa05020	"Prion diseases"	
kegg	CCL5	hsa05120	"Epithelial cell signaling in Helicobacter pylori infection"	
kegg	CCL5	hsa05142	"Chagas disease (American trypanosomiasis)"	
kegg	CCL5	hsa05323	"Rheumatoid arthritis"	
kegg	CCL7	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL7	hsa04062	"Chemokine signaling pathway"	
kegg	CCL8	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCL8	hsa04062	"Chemokine signaling pathway"	
kegg	CCNA1	hsa04110	"Cell cycle"	
kegg	CCNA1	hsa04914	"Progesterone-mediated oocyte maturation"	
kegg	CCNA1	hsa05200	"Pathways in cancer"	
kegg	CCNA1	hsa05221	"Acute myeloid leukemia"	
kegg	CCNA2	hsa04110	"Cell cycle"	
kegg	CCNA2	hsa04914	"Progesterone-mediated oocyte maturation"	
kegg	CCNB1	hsa04110	"Cell cycle"	
kegg	CCNB1	hsa04114	"Oocyte meiosis"	
kegg	CCNB1	hsa04115	"p53 signaling pathway"	
kegg	CCNB1	hsa04914	"Progesterone-mediated oocyte maturation"	
kegg	CCNB2	hsa04110	"Cell cycle"	
kegg	CCNB2	hsa04114	"Oocyte meiosis"	
kegg	CCNB2	hsa04115	"p53 signaling pathway"	
kegg	CCNB2	hsa04914	"Progesterone-mediated oocyte maturation"	
kegg	CCNB3	hsa04110	"Cell cycle"	
kegg	CCNB3	hsa04115	"p53 signaling pathway"	
kegg	CCNB3	hsa04914	"Progesterone-mediated oocyte maturation"	
kegg	CCND1	hsa04110	"Cell cycle"	
kegg	CCND1	hsa04115	"p53 signaling pathway"	
kegg	CCND1	hsa04310	"Wnt signaling pathway"	
kegg	CCND1	hsa04510	"Focal adhesion"	
kegg	CCND1	hsa04630	"Jak-STAT signaling pathway"	
kegg	CCND1	hsa05200	"Pathways in cancer"	
kegg	CCND1	hsa05210	"Colorectal cancer"	
kegg	CCND1	hsa05212	"Pancreatic cancer"	
kegg	CCND1	hsa05213	"Endometrial cancer"	
kegg	CCND1	hsa05214	Glioma	
kegg	CCND1	hsa05215	"Prostate cancer"	
kegg	CCND1	hsa05216	"Thyroid cancer"	
kegg	CCND1	hsa05218	Melanoma	
kegg	CCND1	hsa05219	"Bladder cancer"	
kegg	CCND1	hsa05220	"Chronic myeloid leukemia"	
kegg	CCND1	hsa05221	"Acute myeloid leukemia"	
kegg	CCND1	hsa05222	"Small cell lung cancer"	
kegg	CCND1	hsa05223	"Non-small cell lung cancer"	
kegg	CCND1	hsa05416	"Viral myocarditis"	
kegg	CCND2	hsa04110	"Cell cycle"	
kegg	CCND2	hsa04115	"p53 signaling pathway"	
kegg	CCND2	hsa04310	"Wnt signaling pathway"	
kegg	CCND2	hsa04510	"Focal adhesion"	
kegg	CCND2	hsa04630	"Jak-STAT signaling pathway"	
kegg	CCND3	hsa04110	"Cell cycle"	
kegg	CCND3	hsa04115	"p53 signaling pathway"	
kegg	CCND3	hsa04310	"Wnt signaling pathway"	
kegg	CCND3	hsa04510	"Focal adhesion"	
kegg	CCND3	hsa04630	"Jak-STAT signaling pathway"	
kegg	CCNE1	hsa04110	"Cell cycle"	
kegg	CCNE1	hsa04114	"Oocyte meiosis"	
kegg	CCNE1	hsa04115	"p53 signaling pathway"	
kegg	CCNE1	hsa05200	"Pathways in cancer"	
kegg	CCNE1	hsa05215	"Prostate cancer"	
kegg	CCNE1	hsa05222	"Small cell lung cancer"	
kegg	CCNE2	hsa04110	"Cell cycle"	
kegg	CCNE2	hsa04114	"Oocyte meiosis"	
kegg	CCNE2	hsa04115	"p53 signaling pathway"	
kegg	CCNE2	hsa05200	"Pathways in cancer"	
kegg	CCNE2	hsa05215	"Prostate cancer"	
kegg	CCNE2	hsa05222	"Small cell lung cancer"	
kegg	CCNG1	hsa04115	"p53 signaling pathway"	
kegg	CCNG2	hsa04115	"p53 signaling pathway"	
kegg	CCNH	hsa03420	"Nucleotide excision repair"	
kegg	CCNH	hsa04110	"Cell cycle"	
kegg	CCR1	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCR1	hsa04062	"Chemokine signaling pathway"	
kegg	CCR10	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCR10	hsa04062	"Chemokine signaling pathway"	
kegg	CCR10	hsa04672	"Intestinal immune network for IgA production"	
kegg	CCR2	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCR2	hsa04062	"Chemokine signaling pathway"	
kegg	CCR3	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCR3	hsa04062	"Chemokine signaling pathway"	
kegg	CCR4	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCR4	hsa04062	"Chemokine signaling pathway"	
kegg	CCR5	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCR5	hsa04062	"Chemokine signaling pathway"	
kegg	CCR5	hsa04144	Endocytosis	
kegg	CCR5	hsa05145	Toxoplasmosis	
kegg	CCR6	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCR6	hsa04062	"Chemokine signaling pathway"	
kegg	CCR7	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCR7	hsa04062	"Chemokine signaling pathway"	
kegg	CCR8	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCR8	hsa04062	"Chemokine signaling pathway"	
kegg	CCR9	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CCR9	hsa04062	"Chemokine signaling pathway"	
kegg	CCR9	hsa04672	"Intestinal immune network for IgA production"	
kegg	CCS	hsa05014	"Amyotrophic lateral sclerosis (ALS)"	
kegg	CD14	hsa04010	"MAPK signaling pathway"	
kegg	CD14	hsa04145	Phagosome	
kegg	CD14	hsa04620	"Toll-like receptor signaling pathway"	
kegg	CD14	hsa04640	"Hematopoietic cell lineage"	
kegg	CD14	hsa04810	"Regulation of actin cytoskeleton"	
kegg	CD14	hsa05130	"Pathogenic Escherichia coli infection"	
kegg	CD14	hsa05146	Amoebiasis	
kegg	CD164	hsa04142	Lysosome	
kegg	CD1A	hsa04640	"Hematopoietic cell lineage"	
kegg	CD1B	hsa04640	"Hematopoietic cell lineage"	
kegg	CD1C	hsa04640	"Hematopoietic cell lineage"	
kegg	CD1D	hsa04640	"Hematopoietic cell lineage"	
kegg	CD1D	hsa05146	Amoebiasis	
kegg	CD1E	hsa04640	"Hematopoietic cell lineage"	
kegg	CD2	hsa04514	"Cell adhesion molecules (CAMs)"	
kegg	CD2	hsa04640	"Hematopoietic cell lineage"	
kegg	CD209	hsa04145	Phagosome	
kegg	CD22	hsa04514	"Cell adhesion molecules (CAMs)"	
kegg	CD22	hsa04640	"Hematopoietic cell lineage"	
kegg	CD22	hsa04662	"B cell receptor signaling pathway"	
kegg	CD226	hsa04514	"Cell adhesion molecules (CAMs)"	
kegg	CD244	hsa04650	"Natural killer cell mediated cytotoxicity"	
kegg	CD27	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CD274	hsa04514	"Cell adhesion molecules (CAMs)"	
kegg	CD276	hsa04514	"Cell adhesion molecules (CAMs)"	
kegg	CD28	hsa04514	"Cell adhesion molecules (CAMs)"	
kegg	CD28	hsa04660	"T cell receptor signaling pathway"	
kegg	CD28	hsa04672	"Intestinal immune network for IgA production"	
kegg	CD28	hsa04940	"Type I diabetes mellitus"	
kegg	CD28	hsa05320	"Autoimmune thyroid disease"	
kegg	CD28	hsa05322	"Systemic lupus erythematosus"	
kegg	CD28	hsa05323	"Rheumatoid arthritis"	
kegg	CD28	hsa05330	"Allograft rejection"	
kegg	CD28	hsa05332	"Graft-versus-host disease"	
kegg	CD28	hsa05416	"Viral myocarditis"	
kegg	CD2AP	hsa05100	"Bacterial invasion of epithelial cells"	
kegg	CD33	hsa04640	"Hematopoietic cell lineage"	
kegg	CD34	hsa04514	"Cell adhesion molecules (CAMs)"	
kegg	CD34	hsa04640	"Hematopoietic cell lineage"	
kegg	CD36	hsa03320	"PPAR signaling pathway"	
kegg	CD36	hsa04145	Phagosome	
kegg	CD36	hsa04512	"ECM-receptor interaction"	
kegg	CD36	hsa04640	"Hematopoietic cell lineage"	
kegg	CD36	hsa04920	"Adipocytokine signaling pathway"	
kegg	CD36	hsa04975	"Fat digestion and absorption"	
kegg	CD36	hsa05144	Malaria	
kegg	CD37	hsa04640	"Hematopoietic cell lineage"	
kegg	CD38	hsa00760	"Nicotinate and nicotinamide metabolism"	
kegg	CD38	hsa01100	"Metabolic pathways"	
kegg	CD38	hsa04020	"Calcium signaling pathway"	
kegg	CD38	hsa04640	"Hematopoietic cell lineage"	
kegg	CD38	hsa04970	"Salivary secretion"	
kegg	CD38	hsa04972	"Pancreatic secretion"	
kegg	CD4	hsa04514	"Cell adhesion molecules (CAMs)"	
kegg	CD4	hsa04612	"Antigen processing and presentation"	
kegg	CD4	hsa04640	"Hematopoietic cell lineage"	
kegg	CD4	hsa04660	"T cell receptor signaling pathway"	
kegg	CD4	hsa05340	"Primary immunodeficiency"	
kegg	CD44	hsa04512	"ECM-receptor interaction"	
kegg	CD44	hsa04640	"Hematopoietic cell lineage"	
kegg	CD44	hsa05131	Shigellosis	
kegg	CD47	hsa04512	"ECM-receptor interaction"	
kegg	CD48	hsa04650	"Natural killer cell mediated cytotoxicity"	
kegg	CD5	hsa04640	"Hematopoietic cell lineage"	
kegg	CD58	hsa04514	"Cell adhesion molecules (CAMs)"	
kegg	CD6	hsa04514	"Cell adhesion molecules (CAMs)"	
kegg	CD63	hsa04142	Lysosome	
kegg	CD68	hsa04142	Lysosome	
kegg	CD7	hsa04640	"Hematopoietic cell lineage"	
kegg	CD70	hsa04060	"Cytokine-cytokine receptor interaction"	
kegg	CD72	hsa04662	"B cell receptor signaling pathway"	
kegg	CD74	hsa04612	"Antigen processing and presentation"	
kegg	CD80	hsa04514	"Cell adhesion molecules (CAMs)"	
kegg	CD80	hsa04620	"Toll-like receptor signaling pathway"	
kegg	CD80	hsa04672	"Intestinal immune network for IgA production"	
kegg	CD80	hsa04940	"Type I diabetes mellitus"	
